<cur_step>,<num_susceptible>,<num_infected>,<num_recovered>
1,39,1,0
2,39,1,0
3,39,1,0
4,39,1,0
5,39,1,0
6,39,1,0
7,39,1,0
8,39,1,0
9,39,1,0
10,39,1,0
11,39,1,0
12,39,1,0
13,39,1,0
14,39,1,0
15,39,1,0
16,39,1,0
17,39,1,0
18,39,1,0
19,39,1,0
20,39,1,0
21,39,1,0
22,39,1,0
23,39,1,0
24,39,1,0
25,39,1,0
26,39,1,0
27,39,1,0
28,39,1,0
29,39,1,0
30,39,1,0
31,39,1,0
32,39,1,0
33,39,1,0
34,39,1,0
35,39,1,0
36,39,1,0
37,39,1,0
38,39,1,0
39,39,1,0
40,39,1,0
41,39,1,0
42,39,1,0
43,39,1,0
44,39,1,0
45,39,1,0
46,39,1,0
47,39,1,0
48,39,1,0
49,39,1,0
50,39,1,0
51,39,1,0
52,39,1,0
53,39,1,0
54,39,1,0
55,39,1,0
56,39,1,0
57,39,1,0
58,39,1,0
59,39,1,0
60,39,1,0
61,39,1,0
62,39,1,0
63,39,1,0
64,39,1,0
65,39,1,0
66,39,1,0
67,39,1,0
68,39,1,0
69,39,1,0
70,39,1,0
71,39,1,0
72,39,1,0
73,39,1,0
74,39,1,0
75,39,1,0
76,39,1,0
77,39,1,0
78,39,1,0
79,39,1,0
80,39,1,0
81,39,1,0
82,39,1,0
83,39,1,0
84,39,1,0
85,39,1,0
86,39,1,0
87,39,1,0
88,39,1,0
89,39,1,0
90,39,1,0
91,39,1,0
92,39,1,0
93,39,1,0
94,39,1,0
95,39,1,0
96,39,1,0
97,39,1,0
98,39,1,0
99,39,1,0
100,39,1,0
101,39,1,0
102,39,1,0
103,39,1,0
104,39,1,0
105,39,1,0
106,39,1,0
107,39,1,0
108,39,1,0
109,39,1,0
110,39,1,0
111,39,1,0
112,39,1,0
113,39,1,0
114,39,1,0
115,39,1,0
116,39,1,0
117,39,1,0
118,39,1,0
119,39,1,0
120,39,1,0
121,39,1,0
122,39,1,0
123,39,1,0
124,39,1,0
125,39,1,0
126,39,1,0
127,39,1,0
128,39,1,0
129,39,1,0
130,39,1,0
131,39,1,0
132,39,1,0
133,39,1,0
134,39,1,0
135,39,1,0
136,39,1,0
137,39,1,0
138,39,1,0
139,39,1,0
140,39,1,0
141,39,1,0
142,39,1,0
143,39,1,0
144,39,1,0
145,39,1,0
146,39,1,0
147,39,1,0
148,39,1,0
149,39,1,0
150,39,1,0
151,39,1,0
152,39,1,0
153,39,1,0
154,39,1,0
155,39,1,0
156,39,1,0
157,39,1,0
158,39,1,0
159,39,1,0
160,39,1,0
161,39,1,0
162,39,1,0
163,39,1,0
164,39,1,0
165,39,1,0
166,39,1,0
167,39,1,0
168,39,1,0
169,39,1,0
170,39,1,0
171,39,1,0
172,39,1,0
173,39,1,0
174,39,1,0
175,39,1,0
176,39,1,0
177,39,1,0
178,39,1,0
179,39,1,0
180,39,1,0
181,39,1,0
182,39,1,0
183,39,1,0
184,39,1,0
185,39,1,0
186,39,1,0
187,39,1,0
188,39,1,0
189,39,1,0
190,39,1,0
191,39,1,0
192,39,1,0
193,39,1,0
194,39,1,0
195,39,1,0
196,39,1,0
197,39,1,0
198,39,1,0
199,39,1,0
200,39,1,0
201,39,1,0
202,39,1,0
203,39,1,0
204,39,1,0
205,39,1,0
206,39,1,0
207,39,1,0
208,39,1,0
209,39,1,0
210,39,1,0
211,39,1,0
212,39,1,0
213,39,1,0
214,39,1,0
215,39,1,0
216,39,1,0
217,39,1,0
218,38,2,0
219,38,2,0
220,38,2,0
221,38,2,0
222,38,2,0
223,38,2,0
224,38,2,0
225,38,2,0
226,38,2,0
227,38,2,0
228,38,2,0
229,38,2,0
230,38,2,0
231,38,2,0
232,38,2,0
233,38,2,0
234,38,2,0
235,38,2,0
236,38,2,0
237,38,2,0
238,38,2,0
239,38,2,0
240,38,2,0
241,38,2,0
242,38,2,0
243,38,2,0
244,38,2,0
245,38,2,0
246,38,2,0
247,38,2,0
248,38,2,0
249,38,2,0
250,38,2,0
251,38,2,0
252,38,2,0
253,38,2,0
254,38,2,0
255,38,2,0
256,38,2,0
257,38,2,0
258,38,2,0
259,38,2,0
260,38,2,0
261,38,2,0
262,38,2,0
263,38,2,0
264,38,2,0
265,38,2,0
266,38,2,0
267,38,2,0
268,38,2,0
269,38,2,0
270,38,2,0
271,38,2,0
272,38,2,0
273,38,2,0
274,38,2,0
275,38,2,0
276,38,2,0
277,38,2,0
278,38,2,0
279,38,2,0
280,38,2,0
281,38,2,0
282,38,2,0
283,38,2,0
284,38,2,0
285,38,2,0
286,38,2,0
287,38,2,0
288,38,2,0
289,38,2,0
290,38,2,0
291,38,2,0
292,38,2,0
293,38,2,0
294,38,2,0
295,38,2,0
296,38,2,0
297,38,2,0
298,38,2,0
299,38,2,0
300,38,2,0
301,38,2,0
302,38,2,0
303,38,2,0
304,38,2,0
305,38,2,0
306,38,2,0
307,38,2,0
308,38,2,0
309,38,2,0
310,38,2,0
311,38,2,0
312,38,2,0
313,38,2,0
314,38,2,0
315,38,2,0
316,38,2,0
317,38,2,0
318,38,2,0
319,38,2,0
320,38,2,0
321,38,2,0
322,38,2,0
323,38,2,0
324,38,2,0
325,38,2,0
326,38,2,0
327,38,2,0
328,38,2,0
329,38,2,0
330,38,2,0
331,38,2,0
332,38,2,0
333,38,2,0
334,38,2,0
335,38,2,0
336,38,2,0
337,38,2,0
338,38,2,0
339,38,2,0
340,38,2,0
341,38,2,0
342,38,2,0
343,38,2,0
344,38,2,0
345,38,2,0
346,38,2,0
347,38,2,0
348,38,2,0
349,38,2,0
350,38,2,0
351,38,2,0
352,38,2,0
353,38,2,0
354,38,2,0
355,38,2,0
356,38,2,0
357,38,2,0
358,38,2,0
359,38,2,0
360,38,2,0
361,38,2,0
362,38,2,0
363,38,2,0
364,38,2,0
365,38,2,0
366,38,2,0
367,38,2,0
368,38,2,0
369,38,2,0
370,38,2,0
371,38,2,0
372,38,2,0
373,38,2,0
374,38,2,0
375,38,2,0
376,38,2,0
377,38,2,0
378,38,2,0
379,38,2,0
380,38,2,0
381,38,2,0
382,38,2,0
383,38,2,0
384,38,2,0
385,38,2,0
386,38,2,0
387,38,2,0
388,38,2,0
389,38,2,0
390,38,2,0
391,38,2,0
392,38,2,0
393,38,2,0
394,38,2,0
395,38,2,0
396,38,2,0
397,38,2,0
398,38,2,0
399,38,2,0
400,38,2,0
401,38,2,0
402,38,2,0
403,38,2,0
404,38,2,0
405,38,2,0
406,38,2,0
407,38,2,0
408,38,2,0
409,38,2,0
410,38,2,0
411,38,2,0
412,38,2,0
413,38,2,0
414,38,2,0
415,38,2,0
416,38,2,0
417,38,2,0
418,38,2,0
419,38,2,0
420,38,2,0
421,38,2,0
422,38,2,0
423,38,2,0
424,38,2,0
425,38,2,0
426,38,2,0
427,38,2,0
428,38,2,0
429,38,2,0
430,38,2,0
431,38,2,0
432,38,2,0
433,38,2,0
434,38,2,0
435,38,2,0
436,38,2,0
437,38,2,0
438,38,2,0
