<cur_step>,<num_susceptible>,<num_infected>,<num_recovered>
1,39,1,0
2,39,1,0
3,39,1,0
4,39,1,0
5,39,1,0
6,39,1,0
7,39,1,0
8,39,1,0
9,39,1,0
10,39,1,0
11,39,1,0
12,39,1,0
13,39,1,0
14,39,1,0
15,39,1,0
16,39,1,0
17,39,1,0
18,39,1,0
19,39,1,0
20,39,1,0
21,39,1,0
22,39,1,0
23,39,1,0
24,39,1,0
25,39,1,0
26,39,1,0
27,39,1,0
28,39,1,0
29,39,1,0
30,39,1,0
31,39,1,0
32,39,1,0
33,39,1,0
34,39,1,0
35,39,1,0
36,39,1,0
37,39,1,0
38,39,1,0
39,39,1,0
40,39,1,0
41,39,1,0
42,39,1,0
43,39,1,0
44,39,1,0
45,39,1,0
46,39,1,0
47,39,1,0
48,39,1,0
49,39,1,0
50,39,1,0
51,39,1,0
52,39,1,0
53,39,1,0
54,39,1,0
55,39,1,0
56,39,1,0
57,39,1,0
58,39,1,0
59,39,1,0
60,39,1,0
61,39,1,0
62,39,1,0
63,39,1,0
64,39,1,0
65,39,1,0
66,39,1,0
67,39,1,0
68,39,1,0
69,39,1,0
70,39,1,0
71,39,1,0
72,39,1,0
73,39,1,0
74,39,1,0
75,39,1,0
76,39,1,0
77,39,1,0
78,39,1,0
79,39,1,0
80,39,1,0
81,39,1,0
82,39,1,0
83,39,1,0
84,39,1,0
85,39,1,0
86,39,1,0
87,39,1,0
88,39,1,0
89,39,1,0
90,39,1,0
91,39,1,0
92,39,1,0
93,39,1,0
94,39,1,0
95,39,1,0
96,39,1,0
97,39,1,0
98,39,1,0
99,39,1,0
100,39,1,0
101,39,1,0
102,39,1,0
103,39,1,0
104,39,1,0
105,39,1,0
106,39,1,0
107,39,1,0
108,39,1,0
109,39,1,0
110,39,1,0
111,39,1,0
112,39,1,0
113,39,1,0
114,39,1,0
115,39,1,0
116,39,1,0
117,39,1,0
118,39,1,0
119,39,1,0
120,39,1,0
121,39,1,0
122,39,1,0
123,39,1,0
124,39,1,0
125,39,1,0
126,39,1,0
127,39,1,0
128,39,1,0
129,39,1,0
130,39,1,0
131,39,1,0
132,39,1,0
133,39,1,0
134,39,1,0
135,39,1,0
136,39,1,0
137,39,1,0
138,39,1,0
139,39,1,0
140,39,1,0
141,39,1,0
142,38,2,0
143,38,2,0
144,38,2,0
145,38,2,0
146,38,2,0
147,38,2,0
148,38,2,0
149,37,3,0
150,37,3,0
151,37,3,0
152,37,3,0
153,37,3,0
154,37,3,0
155,37,3,0
156,37,3,0
157,37,3,0
158,37,3,0
159,37,3,0
160,37,3,0
161,37,3,0
162,37,3,0
163,37,3,0
164,37,3,0
165,37,3,0
166,37,3,0
167,37,3,0
168,37,3,0
169,37,3,0
170,37,3,0
171,37,3,0
172,37,3,0
173,37,3,0
174,37,3,0
175,37,3,0
176,37,3,0
177,37,3,0
178,37,3,0
179,37,3,0
180,37,3,0
181,37,3,0
182,37,3,0
183,37,3,0
184,37,3,0
185,37,3,0
186,37,3,0
187,37,3,0
188,37,3,0
189,37,3,0
190,37,3,0
191,37,3,0
192,37,3,0
193,36,4,0
194,36,4,0
195,36,4,0
196,36,4,0
197,36,4,0
198,36,4,0
199,36,4,0
200,36,4,0
201,36,4,0
202,36,4,0
203,36,4,0
204,36,4,0
205,36,4,0
206,36,4,0
207,36,4,0
208,36,4,0
209,36,4,0
210,36,4,0
211,36,4,0
212,36,4,0
213,36,4,0
214,36,4,0
215,36,4,0
216,36,4,0
217,36,4,0
218,36,4,0
219,36,4,0
220,36,4,0
221,36,4,0
222,36,4,0
223,36,4,0
224,36,4,0
225,36,4,0
226,36,4,0
227,36,4,0
228,36,4,0
229,36,4,0
230,36,4,0
231,36,4,0
232,36,4,0
233,36,4,0
234,36,4,0
235,36,4,0
236,36,4,0
237,36,4,0
238,36,4,0
239,36,4,0
240,36,4,0
241,36,4,0
242,36,4,0
243,36,4,0
244,36,4,0
245,36,4,0
246,36,4,0
247,36,4,0
248,36,4,0
249,36,4,0
250,36,4,0
251,36,4,0
252,36,4,0
253,36,4,0
254,36,4,0
255,36,4,0
256,36,4,0
257,36,4,0
258,36,4,0
259,36,4,0
260,36,4,0
261,36,4,0
262,36,4,0
263,36,4,0
264,36,4,0
265,36,4,0
266,36,4,0
267,36,4,0
268,36,4,0
269,36,4,0
270,36,4,0
271,36,4,0
272,36,4,0
273,36,4,0
274,36,4,0
275,36,4,0
276,36,4,0
277,36,4,0
278,36,4,0
279,36,4,0
280,36,4,0
281,36,4,0
282,36,4,0
283,36,4,0
284,36,4,0
285,36,4,0
286,36,4,0
287,36,4,0
288,36,4,0
289,36,4,0
290,36,4,0
291,36,4,0
292,36,4,0
293,36,4,0
294,36,4,0
295,36,4,0
296,36,4,0
297,36,4,0
298,36,4,0
299,36,4,0
300,36,4,0
301,36,4,0
302,36,4,0
303,36,4,0
304,36,4,0
305,36,4,0
306,36,4,0
307,36,4,0
308,36,4,0
309,36,4,0
310,36,4,0
311,36,4,0
312,36,4,0
313,36,4,0
314,36,4,0
315,36,4,0
316,36,4,0
317,36,4,0
318,36,4,0
319,36,4,0
320,36,4,0
321,36,4,0
322,36,4,0
323,36,4,0
324,36,4,0
325,36,4,0
326,36,4,0
327,36,4,0
328,36,4,0
329,36,4,0
330,36,4,0
331,36,4,0
332,36,4,0
333,36,4,0
334,36,4,0
335,36,4,0
336,36,4,0
337,36,4,0
338,36,4,0
339,36,4,0
340,36,4,0
341,36,4,0
342,36,4,0
343,36,4,0
344,36,4,0
345,36,4,0
346,36,4,0
347,36,4,0
348,36,4,0
349,36,4,0
350,36,4,0
351,36,4,0
352,36,4,0
353,36,4,0
354,36,4,0
355,36,4,0
356,36,4,0
357,36,4,0
358,36,4,0
359,36,4,0
360,36,4,0
361,36,4,0
362,36,4,0
363,36,4,0
364,36,4,0
365,36,4,0
366,36,4,0
367,36,4,0
368,36,4,0
369,36,4,0
370,36,4,0
371,36,4,0
372,36,4,0
373,36,4,0
374,36,4,0
375,36,4,0
376,36,4,0
377,36,4,0
378,36,4,0
379,36,4,0
380,36,4,0
381,36,4,0
382,36,4,0
383,36,4,0
384,36,4,0
385,36,4,0
386,36,4,0
387,36,4,0
388,36,4,0
389,36,4,0
390,36,4,0
391,36,4,0
392,35,5,0
393,35,5,0
394,35,5,0
395,35,5,0
396,35,5,0
397,35,5,0
398,35,5,0
399,35,5,0
400,35,5,0
401,35,5,0
402,35,5,0
403,35,5,0
404,35,5,0
405,35,5,0
406,35,5,0
407,35,5,0
408,35,5,0
409,35,5,0
410,35,5,0
411,35,5,0
412,35,5,0
413,35,5,0
414,35,5,0
415,35,5,0
416,35,5,0
417,35,5,0
418,35,5,0
419,35,5,0
420,35,5,0
421,35,5,0
422,35,5,0
423,35,5,0
424,35,5,0
425,35,5,0
426,35,5,0
427,35,5,0
428,35,5,0
429,35,5,0
430,35,5,0
431,35,5,0
432,35,5,0
433,35,5,0
434,35,5,0
435,35,5,0
436,35,5,0
437,35,5,0
438,35,5,0
